Brick,,,,,
TIME,delta,Vel(km/h),Acc x (m/s^2),Acc y (m/s^2),Acc z (m/s^2)
1081535,105,17.14,2.24,6.79,9.77
1081538,105,17.14,1.37,4.63,14.55
1081542,105,17.14,1.29,6.04,12.2
1081546,105,17.14,2.31,5.02,11.38
1081550,105,17.14,1.57,4.31,12.51
1081554,105,17.14,0.82,3.18,10.83
1081559,105,17.14,-0.04,6.08,6.83
1081563,105,17.14,0.35,10.12,7.1
1081567,105,17.14,0.67,10.67,5.14
1081571,105,17.14,-0.43,11.26,2.86
1081575,105,17.14,-1.02,8.32,4.75
1081579,105,17.14,-2.59,8.71,8.43
1081582,105,17.14,-2.94,5.96,7.77
1081586,111,16.22,-3.41,0.98,11.89
1081590,111,16.22,-4.2,-1.18,9.3
1081594,111,16.22,-3.8,6.32,-0.94
1081598,111,16.22,-3.41,3.14,2.71
1081603,111,16.22,-4.12,-0.63,8.71
1081607,111,16.22,-3.8,-1.33,14.95
1081611,111,16.22,-1.18,-2.59,18.01
1081615,111,16.22,-0.12,1.69,20.01
1081619,111,16.22,0.43,0.67,22.01
1081623,111,16.22,1.41,2.47,18.59
1081626,111,16.22,0.59,4.71,16.36
1081630,111,16.22,-1.49,5.14,12.08
1081634,111,16.22,-0.82,1.33,13.45
1081638,111,16.22,1.26,4.16,10.51
1081643,111,16.22,-0.35,4.35,6.08
1081647,111,16.22,1.77,5.49,8.43
1081651,111,16.22,0.82,1.02,10.63
1081655,111,16.22,1.69,-0.39,11.3
1081659,111,16.22,-0.2,-1.84,8.98
1081663,111,16.22,1.84,4.71,8.75
1081667,111,16.22,3.69,11.26,5.22
1081670,111,16.22,3.61,10.04,6.12
1081674,111,16.22,3.26,4.59,7.41
1081678,92,19.57,3.69,10,-0.9
1081682,92,19.57,2.43,9.61,1.06
1081687,92,19.57,1.96,8.47,9.22
1081691,92,19.57,1.49,5.88,10.67
1081695,92,19.57,3.26,9.65,9.57
1081698,92,19.57,3.37,6.55,11.41
1081702,92,19.57,2.08,4.43,14.08
1081706,92,19.57,0.08,3.96,13.14
1081710,92,19.57,-0.27,5.37,14.32
1081714,92,19.57,1.22,4,13.49
1081718,92,19.57,2.12,5.65,18.28
1081722,92,19.57,1.73,0.75,18.63
1081726,92,19.57,0.9,6.83,11.34
1081730,92,19.57,-0.63,10.08,10.04
1081734,92,19.57,1.92,9.38,4
1081738,92,19.57,1.45,13.22,0.2
1081742,92,19.57,0.98,6.59,2.98
1081746,92,19.57,1.37,8.08,7.96
1081750,92,19.57,1.88,6.08,4.71
1081754,92,19.57,2.51,4,7.3
1081757,92,19.57,0.9,6.75,5.45
1081761,92,19.57,0.24,7.61,2.24
1081765,92,19.57,3.06,8,5.37
1081769,92,19.57,2.16,1.8,6.08
1081774,92,19.57,0.12,1.53,11.81
1081777,92,19.57,-1.88,2.63,13.34
1081781,92,19.57,4.43,6.08,14.51
1081785,107,16.82,-0.43,3.06,9.3
1081789,107,16.82,1.45,-0.35,10.12
1081793,107,16.82,0.47,1.49,15.18
1081797,107,16.82,1.69,2.24,10.67
1081801,107,16.82,1.61,4.94,9.1
1081805,107,16.82,1.96,2.16,11.69
1081809,107,16.82,3.41,-0.24,11.81
1081814,107,16.82,3.1,2.04,11.85
1081818,107,16.82,3.45,5.81,11.3
1081821,107,16.82,3.1,8.67,11.45
1081825,107,16.82,2.43,10.51,10.12
1081829,107,16.82,4.51,11.3,8.79
1081833,107,16.82,3.3,10.63,8.32
1081837,107,16.82,3.14,8.47,11.77
1081841,107,16.82,0.55,5.92,12.08
1081845,107,16.82,-0.47,5.61,10.9
1081849,107,16.82,-0.78,1.77,10.28
1081853,107,16.82,-0.94,1.02,12.83
1081858,107,16.82,0.47,2,9.96
1081862,107,16.82,1.37,0.67,10.47
1081866,107,16.82,2.35,3.02,15.38
1081869,107,16.82,1.37,1.45,13.81
1081873,107,16.82,1.33,5.81,12.79
1081877,107,16.82,1.06,4.59,11.02
1081881,107,16.82,1.18,6.39,6.75
1081885,100,18,2.9,9.77,1.92
1081889,100,18,3.49,3.02,4.04
1081893,100,18,2.59,4.08,4.94
1081897,100,18,2.16,4.59,9.18
1081901,100,18,1.88,4.24,8.51
1081905,100,18,2.12,4.67,8.71
1081909,100,18,2.04,7.73,8.36
1081913,100,18,1.65,6.75,7.65
1081917,100,18,1.57,8.75,8.63
1081921,100,18,1.41,7.49,8.9
1081925,100,18,0.59,6.83,10.12
1081928,100,18,0.94,10.55,10.4
1081932,100,18,0.27,9.14,10.87
1081936,100,18,1.14,6.28,13.18
1081940,100,18,1.88,1.57,15.97
1081945,100,18,1.18,2.08,13.26
1081949,100,18,0.51,4.35,11.89
1081953,100,18,0.39,2.67,12.2
1081957,100,18,1.02,2.39,11.53
1081961,100,18,1.22,4.24,10.4
1081965,100,18,0.43,5.22,12.32
1081969,100,18,0.24,8.55,5.49
1081973,100,18,1.73,5.77,8.2
1081976,100,18,1.18,5.18,7.22
1081980,100,18,1.02,6.35,9.65
1081985,100,18,0.2,8.98,4.79
1081989,100,18,0.08,6.79,3.1
1081993,100,18,0,7.37,3.88
1081997,112,16.07,1.77,4.28,6.98
1082000,112,16.07,1.18,6.12,7.49
1082004,112,16.07,0.59,4.47,8.75
1082008,112,16.07,-0.9,5.22,6.59
1082012,112,16.07,-0.12,5.81,2.16
1082016,112,16.07,0.86,6.24,1.33
1082020,112,16.07,1.77,6.79,0.47
1082024,112,16.07,3.18,4.51,4.2
1082029,112,16.07,1.92,1.73,8.16
1082032,112,16.07,3.53,-1.14,22.36
1082036,112,16.07,4.12,0.86,15.49
1082040,112,16.07,3.18,7.41,6.71
1082044,112,16.07,3.37,7.81,12.2
1082048,112,16.07,1.14,5.81,8.98
1082052,112,16.07,2.43,7.49,6.67
1082056,112,16.07,2.08,5.26,13.96
1082060,112,16.07,1.41,6.43,15.89
1082064,112,16.07,2.24,3.45,23.97
1082067,112,16.07,1.33,3.96,18.08
1082072,112,16.07,2.28,10.12,9.96
1082076,112,16.07,1.73,10.51,6
1082080,112,16.07,2.35,7.85,4.9
1082084,112,16.07,2.39,5.81,8.9
1082088,91,19.78,2.35,3.53,13.3
1082092,91,19.78,2.51,4.35,17.34
1082096,91,19.78,3.57,2.82,17.77
1082100,91,19.78,1.53,5.3,20.01
1082103,91,19.78,0.67,5.57,15.26
1082107,91,19.78,0.75,8.9,8.55
1082112,91,19.78,-0.78,13.26,5.84
1082116,91,19.78,1.53,10.28,3.88
1082120,91,19.78,-0.12,8.04,7.06
1082124,91,19.78,1.37,7.88,11.65
1082128,91,19.78,1.96,4.59,20.36
1082131,91,19.78,1.26,2.2,21.69
1082135,91,19.78,1.14,5.26,15.81
1082139,91,19.78,1.14,7.77,8.47
1082143,91,19.78,1.96,9.73,0.82
1082147,91,19.78,0.43,10.83,-2
1082151,91,19.78,0.16,11.06,-11.96
1082156,91,19.78,-2.04,9.06,-6.08
1082159,91,19.78,-0.86,5.14,1.18
1082163,91,19.78,0.9,0.35,6.67
1082167,91,19.78,-0.55,-0.67,8.39
1082171,91,19.78,-1.14,-3.53,10.36
1082175,91,19.78,0.2,-5.57,10.51
1082179,91,19.78,-0.04,-4.79,16.08
1082183,91,19.78,0,-1.02,7.73
1082186,91,19.78,0.82,-1.53,10.79
1082190,102,17.65,-0.67,4.63,3.45
1082194,102,17.65,-2.31,4.2,4.98
1082199,102,17.65,-2.35,3.61,7.3
1082203,102,17.65,0.63,1.92,12.91
1082207,102,17.65,1.96,-0.9,26.12
1082211,102,17.65,2.35,-2.47,21.81
1082215,102,17.65,0.86,3.3,15.42
1082219,102,17.65,-1.92,1.49,16.04
1082223,102,17.65,-2.16,2.08,6.47
1082226,102,17.65,-3.77,5.02,1.8
1082230,102,17.65,-3.92,8.51,2.24
1082234,102,17.65,-1.02,10.71,-0.39
1082238,102,17.65,-0.59,5.18,4.08
1082243,102,17.65,-0.39,2.82,7.88
1082247,102,17.65,-1.88,4.86,4.67
1082251,102,17.65,1.18,8.79,4.63
1082255,102,17.65,1.45,11.26,5.69
1082259,102,17.65,0.67,15.65,1.92
1082262,102,17.65,-1.45,14.91,0.71
1082266,102,17.65,-1.22,8.79,6.04
1082270,102,17.65,1.92,11.38,17.46
1082274,102,17.65,2.43,2.71,25.93
1082278,102,17.65,4.51,-7.92,27.81
1082283,102,17.65,4.59,-5.84,19.85
1082287,102,17.65,3.73,0.08,7.57
1082291,101,17.82,1.65,13.61,-5.3
1082295,101,17.82,-0.98,10.36,-9.34
1082299,101,17.82,-1.8,3.77,-3.61
1082303,101,17.82,0.47,4.9,5.88
1082306,101,17.82,1.49,3.96,14.16
1082310,101,17.82,4.35,3.22,17.93
1082314,101,17.82,2.39,7.1,20.79
1082318,101,17.82,0.9,6.83,16.44
1082322,101,17.82,0.71,8.79,13.22
1082327,101,17.82,0.59,5.26,15.49
1082331,101,17.82,-0.51,6.67,12.24
1082335,101,17.82,3.77,4.08,7.41
1082339,101,17.82,0.08,2.43,11.85
1082343,101,17.82,-1.26,7.1,11.69
1082347,101,17.82,-0.47,-1.41,18.71
1082351,101,17.82,3.02,-3.49,18.71
1082354,101,17.82,1.37,0.16,15.46
1082358,101,17.82,0.59,5.14,12.12
1082362,101,17.82,-1.1,9.57,12.24
1082366,101,17.82,1.29,10,12.4
1082371,101,17.82,0.27,5.18,13.02
1082375,101,17.82,0.59,1.65,15.1
1082379,101,17.82,0.82,0.78,16.16
1082383,101,17.82,-0.08,3.92,11.1
1082387,101,17.82,-0.78,12.91,7.61
1082391,101,17.82,-1.61,5.57,10.36
1082395,101,17.82,-2.71,7.49,2.98
1082399,101,17.82,-0.98,10,0.59
1082402,111,16.22,-0.47,9.65,1.61
1082406,111,16.22,-0.16,6.28,3.77
1082411,111,16.22,-0.08,3.61,6.04
1082415,111,16.22,0.94,3.73,7.69
1082419,111,16.22,0.04,5.06,9.61
1082423,111,16.22,0.59,1.53,5.41
1082427,111,16.22,0.9,8.47,5.14
1082431,111,16.22,1.45,9.22,7.14
1082434,111,16.22,0.94,4.67,9.65
1082438,111,16.22,-0.51,12.2,5.81
1082442,111,16.22,0.31,6.79,6.12
1082446,111,16.22,2.39,3.77,8.67
1082450,111,16.22,1.92,2.16,5.88
1082455,111,16.22,1.65,2.71,5.02
1082459,111,16.22,2.9,0.78,4.82
1082463,111,16.22,2.67,2.59,1.96
1082466,111,16.22,2.24,6.9,3.02
1082470,111,16.22,2.71,6,6.86
1082474,111,16.22,1.84,6,6.63
1082478,111,16.22,2.94,7.14,7.22
1082482,111,16.22,3.84,9.14,7.96
1082486,111,16.22,4.31,14.59,7.49
1082490,111,16.22,3.65,12.16,9.41
1082494,92,19.57,4.59,9.18,10.32
1082499,92,19.57,4.51,5.37,11.65
1082502,92,19.57,3.77,-1.88,19.73
1082506,92,19.57,3.8,-5.92,16.99
1082510,92,19.57,4.71,-2.98,18.95
1082514,92,19.57,4.71,5.84,12.12
1082518,92,19.57,4.59,14.28,3.53
1082522,92,19.57,4.31,8.79,2.28
1082526,92,19.57,5.84,12.75,2.51
1082530,92,19.57,5.84,13.61,4.71
1082533,92,19.57,4.63,9.02,9.53
1082537,92,19.57,5.18,4.16,10.63
1082542,92,19.57,5.06,1.45,13.45
1082546,92,19.57,4.28,1.45,12.2
1082550,92,19.57,3.57,4.98,11.69
1082554,92,19.57,2.63,8.16,5.26
1082558,92,19.57,2.67,10.2,5.84
1082562,92,19.57,2.51,9.06,7.65
1082565,92,19.57,0.71,8.51,8.51
1082569,92,19.57,0.47,5.96,13.02
1082573,92,19.57,1.33,2.55,12.12
1082577,92,19.57,0.78,5.22,11.92
1082582,92,19.57,1.02,2.79,10.67
1082586,92,19.57,-0.59,1.45,12.12
1082590,92,19.57,-0.86,1.06,16.08
1082593,99,18.18,-1.69,-2.43,14.24
1082597,99,18.18,0.27,7.14,10.36
1082601,99,18.18,0.67,6.35,7.37
1082605,99,18.18,0.16,6.71,9.3
1082609,99,18.18,0.55,5.33,11.89
1082613,99,18.18,-0.9,0.98,13.89
1082617,99,18.18,-1.18,3.33,7.1
1082620,99,18.18,-0.35,6.47,6.35
1082625,99,18.18,-0.35,4.86,9.22
1082629,99,18.18,-0.47,3.49,10.43
1082633,99,18.18,-0.2,0.75,12.79
1082637,99,18.18,-0.27,3.88,15.97
1082641,99,18.18,0.31,2.47,15.53
1082645,99,18.18,1.02,3.14,14.24
1082648,99,18.18,2.63,2.63,14.16
1082652,99,18.18,2.04,4.51,12.32
1082656,99,18.18,1.26,8.28,9.49
1082660,99,18.18,0,6.08,9.18
1082664,99,18.18,0.67,6.75,11.41
1082669,99,18.18,2.04,3.88,17.77
1082673,99,18.18,1.49,6.16,6.98
1082676,99,18.18,1.06,9.18,3.65
1082680,99,18.18,2.2,7.96,4.39
1082684,99,18.18,1.41,5.41,1.45
1082688,99,18.18,1.02,4.51,-0.31
1082692,99,18.18,1.1,5.88,6.12
1082696,99,18.18,1.73,8,5.37
1082699,99,18.18,1.22,7.22,8.63
1082703,99,18.18,0.55,10.04,9.69
1082707,99,18.18,-1.37,9.65,8.94
1082712,99,18.18,-0.35,9.77,14.87
1082716,99,18.18,-0.08,9.53,9.61
1082720,99,18.18,-0.39,10.36,6.63
1082723,99,18.18,-1.49,6.9,8.04
1082727,99,18.18,-0.51,5.81,11.65
1082731,99,18.18,-0.16,5.14,9.38
1082735,99,18.18,-1.57,1.33,15.06
1082739,99,18.18,-1.06,0.59,16.83
1082743,99,18.18,-0.63,1.02,13.45
1082747,99,18.18,-0.24,2.47,11.96
1082752,99,18.18,1.41,7.96,5.18
1082755,99,18.18,-1.26,11.3,-0.16
1082759,99,18.18,-1.18,9.34,4.63
1082763,99,18.18,0.2,9.41,8.24
1082767,99,18.18,0.12,5.22,11.14
1082771,99,18.18,1.26,3.45,11.22
1082775,99,18.18,-1.14,4.59,11.18
1082779,99,18.18,-1.22,3.1,11.18
1082782,99,18.18,-2.63,2.9,10.12
1082786,99,18.18,-0.9,-0.08,14.2
1082790,99,18.18,1.53,1.73,11.38
1082795,103,17.48,-0.43,5.88,6.47
1082799,103,17.48,0.55,5.53,6.16
1082803,103,17.48,1.1,2.94,8.47
1082807,103,17.48,0.12,2.67,12.51
1082811,103,17.48,1.88,2.59,11.1
1082815,103,17.48,0.63,1.02,10.24
1082818,103,17.48,2.31,-2.39,10
1082822,103,17.48,2.82,2.08,8.24
1082826,103,17.48,1.57,1.53,8
1082830,103,17.48,2.47,4,8.67
1082834,103,17.48,1.41,5.41,7.77
1082839,103,17.48,-0.12,9.41,7.96
1082843,103,17.48,1.37,10.59,8.2
1082847,103,17.48,0.71,9.85,11.85
1082851,103,17.48,0.75,4.35,10.4
1082854,103,17.48,0.82,5.53,12
1082858,103,17.48,-0.12,4.08,13.93
1082862,103,17.48,0.08,2.55,13.45
1082866,103,17.48,-0.43,1.84,14.83
1082870,103,17.48,0.67,-1.33,12.04
1082874,103,17.48,0.12,6.47,11.77
1082878,103,17.48,-0.67,5.33,12.16
1082883,88,20.45,0.2,4.51,12.94
1082887,88,20.45,0.43,4.43,10.94
1082891,88,20.45,0.94,7.92,5.37
1082894,88,20.45,2.47,6.47,4.79
1082898,88,20.45,2.82,9.06,6.94
1082902,88,20.45,2.63,4.24,9.1
1082906,88,20.45,1.53,4,12.71
1082910,88,20.45,0.47,0.71,12.98
1082914,88,20.45,1.45,1.29,9.73
1082917,88,20.45,2.86,7.96,7.77
1082921,88,20.45,1.84,9.14,5.61
1082926,88,20.45,1.26,8,7.06
1082930,88,20.45,-0.12,6,7.53
1082934,88,20.45,1.84,7.57,8.71
1082938,88,20.45,1.37,4.51,12.51
1082941,88,20.45,0.59,6.24,10.16
1082945,88,20.45,1.06,2.28,12.32
1082949,88,20.45,1.33,5.77,13.42
1082953,88,20.45,1.77,3.8,6.04
1082957,88,20.45,2.08,6.71,3.8
1082961,88,20.45,1.88,4.59,4.55
1082966,88,20.45,2.55,6.2,3.88
1082969,88,20.45,2.86,5.26,3.53
1082973,88,20.45,2.35,3.18,6.51
1082977,88,20.45,2.67,3.3,11.96
1082981,88,20.45,2.94,2.82,14.24
1082985,102,17.65,3.02,2.79,19.85
1082989,102,17.65,3.22,4.2,15.02
1082993,102,17.65,2.04,5.73,10.16
1082997,102,17.65,2.12,6.08,6.63
1083000,102,17.65,1.18,10.55,5.3
1083004,102,17.65,3.41,5.81,3.45
1083009,102,17.65,2.55,2.35,8.39
1083013,102,17.65,3.18,2.28,9.81
1083017,102,17.65,3.18,-0.16,13.42
1083021,102,17.65,3.02,2.94,16.36
1083025,102,17.65,2.94,2.51,17.61
1083029,102,17.65,4.31,4.94,16.83
1083033,102,17.65,1.65,15.34,7.81
1083037,102,17.65,0,13.02,5.14
1083040,102,17.65,0.78,11.38,2.59
1083044,102,17.65,3.02,8.98,1.57
1083048,102,17.65,2.16,9.92,5.37
1083053,102,17.65,2.39,3.37,7.77
1083057,102,17.65,1.37,3.49,9.85
1083061,102,17.65,1.49,4.47,10.12
1083065,102,17.65,1.57,2.9,12.28
1083069,102,17.65,-0.31,5.49,5.57
1083073,102,17.65,0.94,9.89,2.28
1083076,91,19.78,0.78,9.92,4.39
1083080,91,19.78,0.35,6.59,6.71
1083084,91,19.78,0.94,4.43,9.06
1083088,91,19.78,1.77,5.61,11.41
1083092,91,19.78,3.41,2.43,3.37
1083097,91,19.78,2.67,2.67,4.59
1083100,91,19.78,2,1.14,4.98
1083104,91,19.78,0.9,2.63,9.3
1083108,91,19.78,1.57,-2.04,14.87
1083112,91,19.78,0.2,-0.39,15.81
1083116,91,19.78,1.06,-0.2,17.3
1083120,91,19.78,-0.31,4,15.42
1083124,91,19.78,0.43,5.92,15.73
1083127,91,19.78,0.82,6.43,11.81
1083131,91,19.78,2.35,4.12,8.55
1083136,91,19.78,2.28,6.51,10.83
1083140,91,19.78,2.24,4.67,13.77
1083144,91,19.78,1.96,0.71,16.48
1083148,91,19.78,0.71,4.79,14.51
1083152,91,19.78,0.39,3.02,13.73
1083155,91,19.78,0.12,5.02,8.9
1083159,91,19.78,0.78,5.02,7.45
1083163,91,19.78,1.92,6.28,7.92
1083167,91,19.78,2.43,9.22,3.57
1083171,91,19.78,-0.43,9.34,5.45
1083175,91,19.78,0.04,7.22,10.24
1083179,91,19.78,-0.63,4.98,10.83
1083183,107,16.82,0.24,2.63,12.51
1083187,107,16.82,0.24,7.18,6.71
1083191,107,16.82,0.55,3.92,7.02
1083195,107,16.82,-1.8,4.67,4.82
1083199,107,16.82,-1.02,4.43,7.49
1083203,107,16.82,-0.12,2.94,7.92
1083207,107,16.82,-0.55,5.88,5.92
1083211,107,16.82,0.2,1.49,9.65
1083214,107,16.82,-1.06,4.08,10.75
1083218,107,16.82,0.71,7.26,11.41
1083223,107,16.82,-0.04,5.37,10.79
1083227,107,16.82,-1.1,10.47,8.55
1083231,107,16.82,-1.14,6.16,7.85
1083235,107,16.82,0.04,6.67,7.41
1083239,107,16.82,-0.12,6.16,10.79
1083243,107,16.82,-0.16,2.55,10.08
1083247,107,16.82,0.75,4.79,4.98
1083250,107,16.82,0.94,6.39,6.32
1083254,107,16.82,0.9,6.51,6
1083258,107,16.82,0.04,3.45,7.92
1083262,107,16.82,-0.86,5.57,11.53
1083267,107,16.82,0.98,5.96,7.18
1083271,88,20.45,0.82,4.24,8.79
1083275,88,20.45,-0.51,4.79,11.26
1083279,88,20.45,1.22,4.47,12.51
1083282,88,20.45,1.33,6.51,11.81
1083286,88,20.45,0.08,5.37,15.02
1083290,88,20.45,0.47,1.92,15.06
1083294,88,20.45,-0.08,6,13.45
1083298,88,20.45,-0.71,1.53,12.94
1083302,88,20.45,0.51,4.12,8.32
1083307,88,20.45,-0.71,9.53,3.22
1083310,88,20.45,-0.04,12.75,-0.31
1083314,88,20.45,-0.39,10.12,12.28
1083318,88,20.45,-0.31,5.57,14.47
1083322,88,20.45,1.18,5.41,3.33
1083326,88,20.45,0.82,4.59,7.02
1083330,88,20.45,-0.67,3.92,8.79
1083334,88,20.45,1.45,4.71,5.41
1083337,88,20.45,1.53,3.1,8.08
1083341,88,20.45,3.45,7.69,4.08
1083345,88,20.45,0.78,5.14,8.75
1083350,88,20.45,0.86,2.39,12.04
1083354,88,20.45,1.53,4.98,13.96
1083358,88,20.45,1.61,5.02,14.75
1083361,88,20.45,1.84,3.69,8.55
1083365,88,20.45,0.39,4.24,6.67
1083369,98,18.37,-0.35,2.67,8
1083373,98,18.37,1.14,3.3,11.73
1083377,98,18.37,0.43,-1.45,16.79
1083381,98,18.37,1.22,0.16,19.61
1083385,98,18.37,1.14,-0.43,16.4
1083388,98,18.37,0.63,4.82,14.67
1083393,98,18.37,0.47,4.12,12.79
1083397,98,18.37,0.16,6.83,12.75
1083401,98,18.37,-0.27,10.79,6.2
1083405,98,18.37,-0.47,7.34,6.86
1083409,98,18.37,-1.26,10,10.9
1083413,98,18.37,-0.9,2.39,8.9
1083416,98,18.37,-0.27,5.22,6.04
1083420,98,18.37,0,10.43,5.18
1083424,98,18.37,-0.86,6.71,8.71
1083428,98,18.37,-0.47,5.61,10.4
1083432,98,18.37,2.51,5.1,13.85
1083437,98,18.37,2.31,6.63,10.75
1083441,98,18.37,2.94,3.92,14.71
1083445,98,18.37,0.39,5.3,15.65
1083448,98,18.37,1.73,4.94,11.57
1083452,98,18.37,0.39,12.75,3.14
1083456,98,18.37,-1.45,9.41,-1.26
1083460,91,19.78,0.67,6.67,3.41
1083464,91,19.78,3.41,5.1,9.61
1083468,91,19.78,3.45,5.22,11.1
1083472,91,19.78,4.47,4.59,11.77
1083475,91,19.78,0.86,5.53,3.8
1083480,91,19.78,1.1,9.85,-4.63
1083484,91,19.78,0.82,11.57,-4.59
1083488,91,19.78,4.98,7.85,-3.88
1083492,91,19.78,3.73,1.02,8.39
1083496,91,19.78,1.69,4.04,17.89
1083499,91,19.78,0.82,-2.08,24.4
1083503,91,19.78,0.86,2.12,24.44
1083507,91,19.78,1.49,3.26,14.91
1083511,91,19.78,1.02,7.37,8.36
1083515,91,19.78,1.65,9.85,14.08
1083520,91,19.78,1.49,5.3,15.97
1083524,91,19.78,1.88,5.88,13.57
1083527,91,19.78,3.69,2.9,14.2
1083531,91,19.78,1.29,6.83,4.75
1083535,91,19.78,1.69,13.3,4
1083539,91,19.78,-1.06,7.69,-0.9
1083543,91,19.78,2.55,11.92,1.49
1083547,91,19.78,2.39,6.08,5.33
1083550,91,19.78,3.1,5.26,7.96
1083554,91,19.78,2.12,7.1,6.32
1083558,91,19.78,-0.78,6.04,7.14
1083563,103,17.48,1.22,7.69,2.55
1083567,103,17.48,-1.29,6.59,4.59
1083571,103,17.48,0,7.61,4.47
1083575,103,17.48,0.2,7.26,5.41
1083578,103,17.48,0,5.14,6.47
1083582,103,17.48,1.57,5.65,10.12
1083586,103,17.48,2.2,5.3,11.18
1083590,103,17.48,2.98,1.1,15.26
1083594,103,17.48,1.88,1.69,19.38
1083598,103,17.48,1.49,3.02,20.79
1083602,103,17.48,1.57,0.75,24.99
1083607,103,17.48,0.51,4.28,21.54
1083611,103,17.48,0.86,8.55,11.49
1083615,103,17.48,0.67,12.24,7.37
1083618,103,17.48,0.27,11.89,5.41
1083622,103,17.48,-1.1,6.39,7.3
1083626,103,17.48,-0.24,9.38,-4.28
1083630,103,17.48,-0.59,9.57,-4.39
1083634,103,17.48,0.24,9.96,3.22
1083638,103,17.48,1.77,5.45,2.43
1083642,103,17.48,0.12,-0.82,12.24
1083646,83,21.69,1.26,1.33,17.14
1083651,83,21.69,-1.65,1.77,15.1
1083655,83,21.69,-0.78,7.41,11.3
1083658,83,21.69,2.24,6.12,11.57
1083662,83,21.69,1.69,6.83,10.87
1083666,83,21.69,0.78,7.02,15.02
1083670,83,21.69,-0.24,1.18,13.02
1083674,83,21.69,0.47,6.24,14.28
1083678,83,21.69,-0.75,1.92,11.38
1083682,83,21.69,1.1,7.3,-0.59
1083685,83,21.69,1.14,8.47,-0.47
1083689,83,21.69,0.71,7.88,0.67
1083694,83,21.69,0.16,6.83,4.59
1083698,83,21.69,1.29,0.67,10.36
1083702,83,21.69,2.51,3.61,8.87
1083706,83,21.69,2.43,9.41,7.3
1083709,83,21.69,1.49,9.65,8.94
1083713,83,21.69,0.24,7.88,12.71
1083717,83,21.69,-0.27,4.16,18.63
1083721,83,21.69,-0.27,-1.14,19.85
1083725,83,21.69,1.18,1.73,17.53
1083729,83,21.69,0.86,1.88,14.67
1083734,83,21.69,-1.18,3.37,8.08
1083737,83,21.69,-2.16,7.41,11.38
1083741,95,18.95,-1.22,0.78,15.38
1083745,95,18.95,-0.67,1.26,15.02
1083749,95,18.95,1.8,0.27,16.83
1083753,95,18.95,1.96,2,9.89
1083757,95,18.95,1.77,5.22,0.12
1083761,95,18.95,2.47,9.18,0.43
1083764,95,18.95,3.41,6.94,8.36
1083768,95,18.95,4.59,3.3,16.59
1083772,95,18.95,4.63,7.81,10.36
1083777,95,18.95,3.96,10.83,-1.92
1083781,95,18.95,5.02,11.65,-3.26
1083785,95,18.95,5.3,14.67,-5.02
1083789,95,18.95,3.8,11.18,-2.59
1083793,95,18.95,2.28,10.47,5.53
1083797,95,18.95,1.22,9.49,9.18
1083800,95,18.95,-0.63,4.63,13.06
1083804,95,18.95,-1.18,-2.55,18.12
1083808,95,18.95,-2.08,-0.94,17.02
1083812,95,18.95,-2,2.47,14.2
1083816,95,18.95,-4.75,-2.82,13.69
1083821,95,18.95,-3.14,2.51,10.16
1083825,95,18.95,-3.73,2.39,9.18
1083829,88,20.45,1.26,-0.55,11.65
1083832,88,20.45,-0.08,3.45,5.18
1083836,88,20.45,2.04,9.45,-6.43
1083840,88,20.45,1.33,9.89,-8.51
1083844,88,20.45,2.82,6.79,-8.24
1083848,88,20.45,3.73,-1.26,0
1083852,88,20.45,2.08,-1.65,11.22
1083855,88,20.45,1.57,-1.61,28.87
1083859,88,20.45,2.08,-4.28,32.71
1083864,88,20.45,1.49,-2.04,38.6
1083868,88,20.45,3.88,3.88,28.13
1083872,88,20.45,3.18,9.26,16.83
1083876,88,20.45,-7.22,10.12,5.84
1083880,88,20.45,-1.61,10.12,1.53
1083884,88,20.45,-0.94,5.65,-3.49
1083887,88,20.45,-1.18,3.22,10.16
1083891,88,20.45,-0.39,-5.18,15.38
1083895,88,20.45,2.75,-5.61,20.2
1083899,88,20.45,1.88,4.82,25.65
1083904,88,20.45,5.77,10.04,12.4
1083908,88,20.45,2.08,16.36,1.92
1083912,88,20.45,4.31,19.53,-2.39
1083916,88,20.45,3.96,17.18,3.06
1083920,88,20.45,0.63,10.87,2.2
1083923,88,20.45,-2.08,5.88,6.08
1083927,98,18.37,-1.73,6.63,6.63
1083931,98,18.37,1.45,2.59,10.47
1083935,98,18.37,2.75,2.2,9.41
1083939,98,18.37,2.86,-0.63,10.16
1083943,98,18.37,0.98,5.33,7.26
1083947,98,18.37,0.47,5.26,1.33
1083951,98,18.37,-0.47,6.9,0.43
1083955,98,18.37,2.75,5.73,4.47
1083959,98,18.37,0.82,4.75,8.9
1083963,98,18.37,-1.02,6.55,10.24
1083967,98,18.37,3.14,2.67,12.51
1083971,98,18.37,5.49,1.14,9.73
1083974,98,18.37,5.3,2.04,10.4
1083978,98,18.37,2.63,-0.12,14.08
1083982,98,18.37,-0.43,1.1,11.3
1083986,98,18.37,-1.77,5.41,9.89
1083991,98,18.37,-1.02,8.51,10.16
1083995,98,18.37,0.78,6.63,12
1083999,98,18.37,1.69,7.57,6.12
1084002,98,18.37,-0.24,8.04,8.51
1084006,98,18.37,1.06,8.39,5.49
1084010,98,18.37,3.37,5.1,1.37
1084014,87,20.69,2.47,3.26,8.98
1084018,87,20.69,-0.39,3.73,9.49
1084022,87,20.69,-0.04,-1.73,7.37
